NS	LT	NDEV	NUC	REXP	SEXP	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	3.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
6.0	1.06	1.04	1.02	4.0	1.0	
